department,focus_group,pain_points,source,processed_text,sentiment
NBD,NBD Internal,"Public don't have alot of iformation. It is complicated/confusing to public, even for staff, even for board members.",meeting_notes,"Public don't have alot of iformation. It is complicated/confusing to public, even for staff, even for board members.",negative
NBD,NBD Internal,Permits- intake they go into IPS – flashes historic sites – they figure out what I need to review. They refer a lot of things – but if i am not here they need more trainings.,meeting_notes,Permits- intake they go into IPS – flashes historic sites – they figure out what I need to review. They refer a lot of things – but if i am not here they need more trainings.,negative
NBD,NBD Internal,Training is needed. Codes – zoning & presv ordinance – enforcement side: code inspectors work with her. Getting approved.,meeting_notes,Training is needed. Codes – zoning & presv ordinance – enforcement side: code inspectors work with her. Getting approved.,negative
NBD,NBD Internal,It does feel a little – interface is outdated and not confusing to understand the case because of experience with it.,meeting_notes,It does feel a little – interface is outdated and not confusing to understand the case because of experience with it.,negative
NBD,NBD Internal,Tools: No OnBase access. No AS400 access. IPS – for historical,meeting_notes,Tools: No OnBase access. No AS400 access. IPS – for historical,negative
NBD,NBD Internal,Likes: We were in control.,meeting_notes,Likes: We were in control.,positive
NBD,NBD Internal,Quaazai complete historical record of the propert – includes all the case types that might be use to understand history of that property.,meeting_notes,Quaazai complete historical record of the propert – includes all the case types that might be use to understand history of that property.,negative
NBD,NBD Internal,"We enter info, we don't rely on public. So, it is better curated. There is credible information because of that. (eg. CoA in Camino someone entered wrong info or missing info so that is a frustration abt Camino)",meeting_notes,"We enter info, we don't rely on public. So, it is better curated. There is credible information because of that. (eg. CoA in Camino someone entered wrong info or missing info so that is a frustration abt Camino)",negative
NBD,NBD Internal,Easy to go back to IPS and find what the comment of LMP on the application,meeting_notes,Easy to go back to IPS and find what the comment of LMP on the application,negative
NBD,NBD Internal,Dislikes: IPS – info is not transfered when there is been resub. Frustrated where is this info gone – address change. Related parcel is not picking that up – determine. E.g. prop with tone of history – using wrong address – use arial view. confirm addresses/ parcel numbers – arial view is picking tax assessors.,meeting_notes,Dislikes: IPS – info is not transfered when there is been resub. Frustrated where is this info gone – address change. Related parcel is not picking that up – determine. E.g. prop with tone of history – using wrong address – use arial view. confirm addresses/ parcel numbers – arial view is picking tax assessors.,negative
NBD,NBD Internal,I have to look at other sources to makesure that the property is right property I am looking at in IPS.,meeting_notes,I have to look at other sources to makesure that the property is right property I am looking at in IPS.,negative
NBD,NBD Internal,"Recieving new projects in Camino, I have to go to IPS to go back in time. It would ne nice to have all in one place. Camino – instead of having an applicant submit -> we have to pull that application and create a case onlne for public viewing same with Zoning. doing it twin on LMP page of city website. Prior to meeting & public hearings.",meeting_notes,"Recieving new projects in Camino, I have to go to IPS to go back in time. It would ne nice to have all in one place. Camino – instead of having an applicant submit -> we have to pull that application and create a case onlne for public viewing same with Zoning. doing it twin on LMP page of city website. Prior to meeting & public hearings.",negative
NBD,NBD Internal,"Difficult to read through code ordinance, lang is very specific to codes. Without codes bg it is hard to understand (lawyer lingo)",meeting_notes,"Difficult to read through code ordinance, lang is very specific to codes. Without codes bg it is hard to understand (lawyer lingo)",negative
NBD,NBD Internal,Archiach but stores alot of info,meeting_notes,Archiach but stores alot of info,negative
NBD,NBD Internal,Colored lines – I can't how to understand. Too much information to handle.,meeting_notes,Colored lines – I can't how to understand. Too much information to handle.,negative
NBD,NBD Internal,Direct access via. Leadership.,meeting_notes,Direct access via. Leadership.,negative
NBD,NBD Internal,Leadring abt IPS is difficult. Hard to adapt.,meeting_notes,Leadring abt IPS is difficult. Hard to adapt.,negative
NBD,NBD Internal,Resources on how to better extract inform to make data driven decision.,meeting_notes,Resources on how to better extract inform to make data driven decision.,negative
OCHD,OCHD,With way you have to search IPS can take time to go through,meeting_notes,With way you have to search IPS can take time to go through,negative
OCHD,OCHD,"Accessibility Only one user can be on at a time because of remote connection (two virtual machines, but only one working? They boot each other off). Challenge because they may be on there for hours",meeting_notes,"Accessibility Only one user can be on at a time because of remote connection (two virtual machines, but only one working? They boot each other off). Challenge because they may be on there for hours",negative
OCHD,OCHD,Chris in located in Carnegie building – would it be possible to get IPS access? Would be helpful to Community Development team when making referrals to lead reduction programs,meeting_notes,Chris in located in Carnegie building – would it be possible to get IPS access? Would be helpful to Community Development team when making referrals to lead reduction programs,negative
