department,focus_group,pain_points,source,processed_text
OCHD,OCHD,Sharepoint: for workflows – don't have that functionality within other systems,meeting_notes,Sharepoint: for workflows – don't have that functionality within other systems
OCHD,OCHD,"Company Cam: for capturing images for inspections, follow up, images underway. Generates links they can use for sharing images with DOCE",meeting_notes,"Company Cam: for capturing images for inspections, follow up, images underway. Generates links they can use for sharing images with DOCE"
OCHD,OCHD,"Images are immediately available after taken in field, can create a project or tag, view in real-time what inspectors are seeing, ability to share + more capabilities than they've even tapped into",meeting_notes,"Images are immediately available after taken in field, can create a project or tag, view in real-time what inspectors are seeing, ability to share + more capabilities than they've even tapped into"
OCHD,OCHD,"If see issues Codes related issues, can use for referral or to other programs",meeting_notes,"If see issues Codes related issues, can use for referral or to other programs"
OCHD,OCHD,"Redcap: for dedicated projects but not for inspections. Use it for Healthy Neighborhood visits, tracking registration for training, and testing",meeting_notes,"Redcap: for dedicated projects but not for inspections. Use it for Healthy Neighborhood visits, tracking registration for training, and testing"
OCHD,OCHD,Real Property tax database,meeting_notes,Real Property tax database
OCHD,OCHD,"County Clerk: Deeds, sale and transfer of properties - generally where finding changes of ownership, usually more up to date than Image Mate",meeting_notes,"County Clerk: Deeds, sale and transfer of properties - generally where finding changes of ownership, usually more up to date than Image Mate"
OCHD,OCHD,LexusNexus: uses that for looking up information,meeting_notes,LexusNexus: uses that for looking up information
OCHD,OCHD,"Teletask: Communication platform, allows to bulk text. Use it for testing appointments and reminders. Talking about incorporating to NYSRR for reminders for appointments. Ability to attach records for signing. WIC uses it extensively",meeting_notes,"Teletask: Communication platform, allows to bulk text. Use it for testing appointments and reminders. Talking about incorporating to NYSRR for reminders for appointments. Ability to attach records for signing. WIC uses it extensively"
OCHD,OCHD,"Docusign: Embed into work so docs can be signed electronically - ability to use in CompanyCam now, send work scopes out for owner bid selection",meeting_notes,"Docusign: Embed into work so docs can be signed electronically - ability to use in CompanyCam now, send work scopes out for owner bid selection"
OCHD,OCHD,"Inspection scheduling? Inspections for children, mostly done by case manager who calls",meeting_notes,"Inspection scheduling? Inspections for children, mostly done by case manager who calls"
OCHD,OCHD,[PERSON] schedules for referrals by phone,meeting_notes,[PERSON] schedules for referrals by phone
OCHD,OCHD,"Docuware: Document retention and storage platform for Codes records, use to respond to FOILs, can redact within that. Once record is closed, can combine, move into Docuware and then remove locally. Has helpful reduce paper burden on the team (they do have redundancy with folder docs - retain all PDFs - sending comms docs - kept in server-based folder)",meeting_notes,"Docuware: Document retention and storage platform for Codes records, use to respond to FOILs, can redact within that. Once record is closed, can combine, move into Docuware and then remove locally. Has helpful reduce paper burden on the team (they do have redundancy with folder docs - retain all PDFs - sending comms docs - kept in server-based folder)"
OCHD,OCHD,OneDrive groups Sharepoint – secure and via Outlook,meeting_notes,OneDrive groups Sharepoint – secure and via Outlook
OCHD,OCHD,One reason they use SharePoint for the team - secure site you can only access in building,meeting_notes,One reason they use SharePoint for the team - secure site you can only access in building
OCHD,OCHD,"Technology Likes IPS is useful for searching property ownership info, contact info, checking status of RR or CC, open code violations, seeing communication with owner or BAA involvement (indicator compliance may be an issue)",meeting_notes,"Technology Likes IPS is useful for searching property ownership info, contact info, checking status of RR or CC, open code violations, seeing communication with owner or BAA involvement (indicator compliance may be an issue)"
OCHD,OCHD,Informative to help guide their work when looking to see what's involved on backend,meeting_notes,Informative to help guide their work when looking to see what's involved on backend
OCHD,OCHD,"Especially if seeing codes issues where they're also seeing issues, helpful to know what's been documented/cited",meeting_notes,"Especially if seeing codes issues where they're also seeing issues, helpful to know what's been documented/cited"
OCHD,OCHD,Look Before You Rent has been one of the best improvements made to make info available,meeting_notes,Look Before You Rent has been one of the best improvements made to make info available
