focus_group,pain_points,processed_text,sentiment
DOCE Office Staff,Inspectors set tickle dates to follow back up on the case,Inspectors set tickle dates to follow back up on the case,positive
DOCE Office Staff,Not in Camino very much – sometimes check on if question that comes in through CE email e.g. HHQ quesiton about status,Not in Camino very much – sometimes check on if question that comes in through CE email e.g. HHQ quesiton about status,negative
DOCE Office Staff,Or if in Camino – Katelynn will process CofOs,Or if in Camino – Katelynn will process CofOs,negative
DOCE Office Staff,Adds copy into Camino,Adds copy into Camino,positive
DOCE Supervisors,Arborist emailed about a property – not a good address,Arborist emailed about a property – not a good address,negative
DOCE Supervisors,New garage,New garage,negative
DOCE Supervisors,Resubdivided – looking at new resubbed address – doesn't see anything – a deactivated parcel – had to figure it out – took 20 min to figure out it’s resubbed,Resubdivided – looking at new resubbed address – doesn't see anything – a deactivated parcel – had to figure it out – took 20 min to figure out it’s resubbed,negative
DOCE Supervisors,Generally finding something,Generally finding something,negative
DOCE Supervisors,Identified missed permit assignment – need to put in tickle date,Identified missed permit assignment – need to put in tickle date,negative
DOCE Supervisors,"If re-inspection gets missed, 100s of cases to manage – happens a lot – gets lost","If re-inspection gets missed, 100s of cases to manage – happens a lot – gets lost",negative
DOCE Supervisors,Working hard to get entry in – it gets missed,Working hard to get entry in – it gets missed,negative
DOCE Supervisors,Or simple as not putting yourself in the inspection,Or simple as not putting yourself in the inspection,negative
DOCE Supervisors,Not a back-up for human error,Not a back-up for human error,negative
DOCE Supervisors,Flag if no activity in a month,Flag if no activity in a month,negative
DOCE Supervisors,Older system – missed assignment run – could run for individual inspectors – id which don’t have dates assigned,Older system – missed assignment run – could run for individual inspectors – id which don’t have dates assigned,negative
DOCE Supervisors,Broad range of issues - some inspectors struggle a lot more than others,Broad range of issues - some inspectors struggle a lot more than others,positive
DOCE Supervisors,Such a large volume to review – hours to review – keeps happening,Such a large volume to review – hours to review – keeps happening,negative
DOCE Supervisors,Jake: Larger issue,Jake: Larger issue,negative
DOCE Supervisors,Missed case management from beginning of IPS until today – parcel history,Missed case management from beginning of IPS until today – parcel history,negative
DOCE Supervisors,Closing older cases – case clean up needed,Closing older cases – case clean up needed,negative
DOCE Supervisors,"Open cases from staff that don’t work here anymore, open cases from fire department","Open cases from staff that don’t work here anymore, open cases from fire department",negative
DOCE Supervisors,Screwed if we get audited,Screwed if we get audited,negative
DOCE Supervisors,Change in process – something changed where it no longer counted as closed case – sit open that appear – didn't force close violations,Change in process – something changed where it no longer counted as closed case – sit open that appear – didn't force close violations,negative
DOCE Supervisors,No way to batch update cases,No way to batch update cases,negative
DOCE Supervisors,"Muj: IPS – waiting on landlords and tenants to get ducks in a row and provide documentation, or if provided, getting it in piecemeal","Muj: IPS – waiting on landlords and tenants to get ducks in a row and provide documentation, or if provided, getting it in piecemeal",negative
DOCE Supervisors,Front-loading information on citywebsite and camino did help,Front-loading information on citywebsite and camino did help,positive
DOCE Supervisors,Sending phone screenshots of documents frustrating,Sending phone screenshots of documents frustrating,negative
DOCE Supervisors,As far as input - happy generally,As far as input - happy generally,negative
DOCE Supervisors,Ryan: Requests certain reports – linking violations across properties,Ryan: Requests certain reports – linking violations across properties,negative
DOCE Supervisors,Can’t access directly from within the system,Can’t access directly from within the system,negative
DOCE Supervisors,Researching in general – would be nice to do on the spot,Researching in general – would be nice to do on the spot,negative
DOCE Supervisors,Analyze properties or cases /owners,Analyze properties or cases /owners,negative
DOCE Supervisors,Look at historical or recent behavior,Look at historical or recent behavior,positive
DOCE Supervisors,Big apartment comlexes – hard to go thrugh a Nob Hill – 4 addresses and dozens of cases,Big apartment comlexes – hard to go thrugh a Nob Hill – 4 addresses and dozens of cases,negative
DOCE Supervisors,Finding things,Finding things,negative
DOCE Supervisors,"Too many systems needed – tadxes, water, zoning history, onbas, as400, micrfige (historucal data)","Too many systems needed – tadxes, water, zoning history, onbas, as400, micrfige (historucal data)",negative
DOCE Supervisors,Missing information – records missing or unclear why wedon’t have it,Missing information – records missing or unclear why wedon’t have it,negative
