Focus Group,Value Index,Content
DOCE Discovery Session | CPO Coordinators,86,Would also force owners to schedule and not say couldn’t get in touch with CE (we email and call)
DOCE Discovery Session | CPO Coordinators,87,Automatic renewal letters/notices - add to print queue
DOCE Discovery Session | CPO Coordinators,88,1000 businesses that need a CofU – manual process for one person takes a lot of time
DOCE Discovery Session | CPO Coordinators,89,Camino applicants complain about the number of email notifications as well
DOCE Discovery Session | CPO Coordinators,90,No place in Camino for managing “due/past due” items
DOCE Discovery Session | CPO Coordinators,91,Not enough visual urgency in Camino – IPS better at that as long as tickle date set for yourself
DOCE Discovery Session | CPO Coordinators,92,Anticipate that things are going to run out of space
DOCE Discovery Session | CPO Coordinators,93,Think it’s going to be an issue for ROW as far as applicants
DOCE Discovery Session | CPO Coordinators,94,Every submission starts with an address
DOCE Discovery Session | CPO Coordinators,95,"If you’re in city ROW, tie to house"
DOCE Discovery Session | CPO Coordinators,96,For food vendors or peddler – don't know what address to put – not accurate to the address
DOCE Discovery Session | CPO Coordinators,97,Put something under specific event e.g. Christmas tree lighting – right now all under different addresses
DOCE Discovery Session | CPO Coordinators,98,"Or for businesses that tow within city but aren’t located in city, can’t use city address – can't move forward with application – doesn't work for a lot of the permits they do – can't do streets and sidewalks in only place he has record keeping (some level of that in IPS – didn't have to tie things to a parcel)"
DOCE Discovery Session | CPO Coordinators,99,Camino running out of space – just had to up space
DOCE Discovery Session | CPO Coordinators,100,New weekly task for staff to clean out of ‘unsubmitted’ tasks
DOCE Discovery Session | CPO Coordinators,101,"Camino – applicants that pay and don’t fill out the application or don’t submit, or complete the full application but don’t submit"
DOCE Discovery Session | CPO Coordinators,102,"Camino breaks at least once a week – applicants can’t submit anything – or can’t see document upload, or things that used to be in system"
DOCE Discovery Session | CPO Coordinators,103,New cert just stopped working
DOCE Discovery Session | CPO Coordinators,104,Things break and can’t figure out what happened
Discovery Session | Law,0,Forward roadmap and project plan to group
Discovery Session | Law,1,Introduction:
Discovery Session | Law,2,Todd Long (conflict)
Discovery Session | Law,3,Robert Carpenter (conflict)
Discovery Session | Law,4,"Zachary Waksman – Attorney, Codes focus and some litigation, 2022"
Discovery Session | Law,5,"John Connor – Attorney, 4 years"
Discovery Session | Law,6,"Toryana Jackson – Codes Litigation, Aug 2025"
Discovery Session | Law,7,Role:
Discovery Session | Law,8,Process:
Discovery Session | Law,9,"Toryana: Prepare inspector affirmations - Gather documents from IPS, review cases in IPS including codes staff notes and attachments and notices in images"
Discovery Session | Law,10,Affirmations are used to make the petitions
Discovery Session | Law,11,"John: IPS inconsistent in terms of utilization – documents not always uploaded, inspector notes sometimes missing on field activity"
Discovery Session | Law,12,Pursing Rental Registry inspection warrants
Discovery Session | Law,13,Affirmations
Discovery Session | Law,14,Prepare petition
Discovery Session | Law,15,"Prepare documents for evidence (may get from other sources as well e.g. financial records, dept of state)"
Discovery Session | Law,16,ETax
Discovery Session | Law,17,Assessment
Discovery Session | Law,18,County Clerk – deeds and mortgages
Discovery Session | Law,19,AS400 – water records
Discovery Session | Law,20,Zach: would like AS400 replacement incorporated into this
Discovery Session | Law,21,Often can’t meet requirements until met taxes and water bills
Discovery Session | Law,22,Contempt actions
Discovery Session | Law,23,"Whether a code violation has been completed or not – less about the system, more about up to date documentation and notes (training issue more than software issue)"
Discovery Session | Law,24,Collaborators:
Discovery Session | Law,25,Housing inspectors
Discovery Session | Law,26,NBD data team provides info on RR status and applications where they haven’t consented to an interior
Discovery Session | Law,27,"OneDrive/LawShare for documents (needed for filing), also use iManage (document management system)"
Discovery Session | Law,28,NY State Court Electronic Filing System (Supreme Court) – everything needs to be in PDF format
Discovery Session | Law,29,For Rental Registry -
Discovery Session | Law,30,Petitioner and respondent (2 parties) - City of Syracuse vs property owner
Discovery Session | Law,31,"Ex-parte petition (special proceeding – expediated compared to regular complaint process – just write it up and file, don’t need to serve anyone): No respondent"
Discovery Session | Law,32,"Zach: Cases tend to be more about the property owner, adversarial owners"
Discovery Session | Law,33,"Collaborate with other attorneys, jugdge, their clerks – if they don’t hire an attorney deal with PO directly (phone/email)"
Discovery Session | Law,34,WestLaw and Google to research legal issues
Discovery Session | Law,35,County Clerks office:
Discovery Session | Law,36,Deeds and mortgages
Discovery Session | Law,37,Property records
Discovery Session | Law,38,Some court records
Discovery Session | Law,39,Inspectors have to review affirmations for accuracy and completeness – let Law know if anything wrong or mistated – then inspectors must sign
Discovery Session | Law,40,"Once a case is open and affirmation, draft petition"
Discovery Session | Law,41,If they get a decision
Discovery Session | Law,42,Either violations get corrected and closed or
Discovery Session | Law,43,Some trailing things that are open – will get a deciison from the court re: taking action against property
Discovery Session | Law,44,RR: warrnat
Discovery Session | Law,45,Other codes: could be a judgement and/or order to compel
Discovery Session | Law,46,"Judgements need to be netered – give leeway 30 days to fix things, if not, can enter order"
Discovery Session | Law,47,Judgement process is a whole other process
Discovery Session | Law,48,Pain Points and Challenges:
Discovery Session | Law,49,"When looking through a case number – if anything uploading or missing – certain things that are not there, need to wait for things to be uploaded before they can move forward"
Discovery Session | Law,50,If an inspector has missed anything -
Discovery Session | Law,51,"Three steps for noticing: mailing, nail and mail (mandatory), legal warning letter"
Discovery Session | Law,52,If no N&M – need to do whole process over
Discovery Session | Law,53,Improvement:
Discovery Session | Law,54,Water records not in IPS
Discovery Session | Law,55,Technology:
Discovery Session | Law,56,Likes:
Discovery Session | Law,57,Dislikes:
Discovery Session | Law,58,Future Capabilities:
Discovery Session | Assessment,0,Unavailable: Matthew Oja
Discovery Session | Assessment,1,Introduction:
Discovery Session | Assessment,2,"Ann : 1st Deputy , semi-retired"
Discovery Session | Assessment,3,Joe: Senior Property
Discovery Session | Assessment,4,Role:
Discovery Session | Assessment,5,Process:
Discovery Session | Assessment,6,Assessment: Most needs related to permits
Discovery Session | Assessment,7,"If looking for a permit now,"
Discovery Session | Assessment,8,Addition
Discovery Session | Assessment,9,If something done without permits
Discovery Session | Assessment,10,Joe: biggest concern with permits is historical data
Discovery Session | Assessment,11,Times they go back and look at OnBase for things – always a need to look at those historical records
Discovery Session | Assessment,12,CofO and CofCs
Discovery Session | Assessment,13,How they used IPS is primarily related to Permits
Discovery Session | Assessment,14,Didn’t realize they have the ability to look up fines or Rental Registry
Discovery Session | Assessment,15,Historical view for permits – always reason to back and review
Discovery Session | Assessment,16,"Ann uses it more – say whether a house is vacant, issued a CofO or CofA or maybe its for sale and says 4 units and 2 commercials – 2 residenital units – uses to check if an when anything ever issued – did Assessment miss something, has it changed legally since something was issued – whether there’s a property sruvey if there was a fence or addition back in the day – may be a survey or plan attached to a document. Will use in conjunction with Engineering to look at resub maps"
Discovery Session | Assessment,17,Don’t get the full picture if they’re large plans
